CONTRATO,STOCK ID,current_monthly_payment,vehicle_equity,saldo insoluto,current_car_price,risk_profile
JN8BT27T0KW100244,109875,3154.61,398217.73,44781.27,442999,A1
3HGRU5857GM003673,45100,5479.36,185020.04,74978.96,259999,A1
3GNFL7EK4DS506375,109189,3780.63,153870.17,14128.83,167999,A1
2G1F91E35F9146748,111431,7708.58,299865.04,38133.96,337999,A1
1GKKV9KD8FJ128167,105590,7486.78,312391.02,35607.98,347999,A1
JM3KE2D30G0696421,115750,7298.34,229914.57,93084.43,322999,A2
JM1BM1U31G1351527,45195,4840.1,197707.03,22291.97,219999,A1
5TDYK3DC8FS606848,46387,7611.23,316787.42,36211.58,352999,A1
3FADP4BJ1FM100226,110336,4018.06,118575.32,24423.68,142999,A1
3FA6P0K93HR169304,110699,7372.27,295796.76,29202.24,324999,A1
MALA84BC4JM304998,114924,4456.94,174092.95,20906.05,194999,A1
3VW7B6AU4HM014860,42544,5544.04,222204.42,80794.58,302999,A1
19XFC1691JE602511,105946,5572.56,341679.59,26319.41,367999,A1
3N1CN7AD5CL913145,115546,3132.56,104068.25,15930.75,119999,A2
3G1TB5CF5HL123790,116002,3564.22,119827.37,20171.63,139999,A2
WBA8A1103JEE53098,48225,8446.29,372586.85,105412.15,477999,A1
WAUAYA8X3EB001706,106241,3614.41,131845.8,51153.2,182999,A1
MAJHP1PD0JA171135,108312,3976.79,132825.33,57173.67,189999,A1
KL4CJ8EB0HB025493,40535,7269.18,277018.29,27980.71,304999,A1
JM1BN1V37H1133332,35977,7383.57,217379.01,35619.99,252999,A1
3VWVB6AU5GM061742,109841,6284.33,173409.74,86589.26,259999,A1
3VWDV49M0DM010852,114129,4123.08,115213.6,19785.4,134999,A1
3HGGK587XGM011572,107340,3521.94,157680.48,50318.52,207999,A1
3GKAL8EXXKL105977,114832,7266.42,554996.27,33002.73,587999,A1
3FA6P0H77FR255251,111595,3948.95,141244.85,56754.15,197999,A1
VSSDE65F8FR130663,110480,3540.01,172029.72,47969.28,219999,A1
MALA85BC4FM185816,44924,4095.19,121957.35,13041.65,134999,A1
5N1AL0MM1DC352934,108596,6626.39,238981.27,26017.73,264999,A1
9BD373573J5100614,105287,4604.23,171430.58,18568.42,189999,A1
WAUAYA8X3EB037671,107344,5453.08,175915.34,22083.66,197999,A2
5YFBURHE5FP222663,110740,5480.49,184013.43,20985.57,204999,A1
TMCJ33A3XGJ052063,47697,3576.19,321634.46,13364.54,334999,A1
19XFC1675GE601918,113004,2491.97,267996.27,7002.73,274999,A1
KNDPRCNC7H7209604,47329,7702.23,251675.88,113323.12,364999,A1
5NPE24AF6FH138938,44457,5063.8,174413.66,28585.34,202999,A1
3VW4E6AU3GM052203,39521,7860.07,310579.72,37419.28,347999,A1
1C4BJWEG0HL515167,109833,14879.23,543908.17,71090.83,614999,A1
2FMDK3KC4DBA00698,110511,6462.84,203426.97,31572.03,234999,C2
3N1CN7ADXKK441531,114034,5621.92,182836.07,30162.93,212999,A2
5XYZW4LA4HG443002,111998,7636.08,351285.29,36713.71,387999,A1
2FMDK3JC5DBB33312,42638,5615.34,170384.61,27614.39,197999,C2
MA6CA6AD3HT025466,109280,3765.23,106188.8,18810.2,124999,A1
VSSBB2KJ0JR070274,113174,6820.8,271917.89,26081.11,297999,B
3N1AB7AE7KL621472,107664,6361.76,231036.87,43962.13,274999,A1
WMEEJ8AA4CK510337,111701,3219.91,121061.41,11937.59,132999,A1
VSSAB46J5GR040567,46490,4322.63,144757.95,20241.05,164999,A1
LSGKB52H8JV117577,107629,4285.49,188534.24,21464.76,209999,A1
3VWHW6AT7GM624301,26457,6736.76,194876.28,33122.72,227999,A1
WAUDFA8U5JR013155,101736,12322.5,382048.01,60950.99,442999,A1
VSSNT65FXGR077072,116822,5561.04,168947.99,81051.01,249999,A1
TMCJU3AE0FJ775790,3912,6433.19,232031.29,25967.71,257999,A1
JS2ZC82S6E6302558,114152,4395.49,132707.95,15291.05,147999,A1
JM1BM1K35F1275733,38644,4953.1,163110.75,71888.25,234999,A1
3N8CP5HD2HL481014,108891,5765.02,155440.4,79558.6,234999,A1
VSSBG2NH3G1023340,35188,5296.57,152459.27,25539.73,177999,A1
3VW2W1AJ1HM362574,108485,5095.81,214768.36,25230.64,239999,A1
3HGRU5897JM014635,106838,3845.22,285186.37,54812.63,339999,A1
1FADP3K29FL279071,109181,4602.74,119232.46,60766.54,179999,A1
1C4RJEBG1HC736404,43457,14345.21,451197.01,68801.99,519999,A1
1C4NJCCB5ED567404,114419,4741.12,194248.96,23750.04,217999,A1
LUCGM6669K3110978,38828,7435.48,250948.06,17050.94,267999,A1
LSGHD52H0JD076016,114198,5038.09,154872.17,25126.83,179999,A1
JM1GJ1W31G1453891,109970,3668.47,232831.84,52167.16,284999,A1
3GNCJ7CE9GL271993,111801,5045.38,134735.63,70263.37,204999,A1
3GNCJ7CE6GL252365,111405,5794.75,174875.96,30123.04,204999,A1
3VW1V49M4EM036195,116276,3645.78,116217.61,16781.39,132999,A2
1C4PJLDB7FW602702,116190,5126.7,260589.09,19409.91,279999,A2
VSSBB2KJ4JR038265,41596,3819.7,207404.81,17594.19,224999,A1
MB2C32AC1KM540188,36077,4516.34,253140.95,64858.05,317999,A1
MA6CC6CD2JT032213,108347,3634.26,116451.29,51547.71,167999,A1
JM1BN1L34H1145795,44898,6592.73,177173.62,87825.38,264999,A1
9BWAB45U8JT134858,105941,5088.63,140866.34,24132.66,164999,A1
WAURYA8X7JB014729,104281,7267.42,283684.06,34314.94,317999,A
WDDSJ4EBXHN422711,104335,10709.5,323179.02,149819.98,472999,A1
9BWAG412XHT537949,111767,4002.8,124419.55,18579.45,142999,A1
3N1CN7AD6JK403051,41154,5042.42,149903.31,25095.69,174999,A1
3G1J85CC1HS580680,111340,5510.31,156562.87,26436.13,182999,A1
1GKKV9KD6EJ114038,102339,4065.34,299118.22,18880.78,317999,A1
MAJFP1ND3GA101356,27275,4357.72,110951.43,22047.57,132999,A1
9FBHS2FF4JM424928,114318,6334.17,208182.53,29816.47,237999,A1
3C4BDCAB8FT738350,114995,4282.96,146633.78,61365.22,207999,A1
3MYDLAYV6HY190260,112170,6614.04,195930.6,32068.4,227999,A2
3N8CP5HD4KL482771,108500,8875.97,273631.44,41367.56,314999,A1
3N1AB7AD6HL632611,33404,3399.96,164850.63,48148.37,212999,A1
3GNCJ7CE8FL217857,115761,5461.05,167116.97,25882.03,192999,A1
3GNCJ7CE0JL218235,112358,7850.37,235593.15,37405.85,272999,A1
3G1J85CC4HS575490,109885,4957.61,138798.07,24200.93,162999,A1
3C4BDCAB0CT182241,115865,4037.13,142365.2,20633.8,162999,A1
3N1AB7AD0JL671197,116143,6416.21,188896.85,31102.15,219999,A1
2C4RC1BG9DR780333,106464,4135.74,215845.04,19153.96,234999,A1
JTDKBRFU1H3046285,47799,6583.33,198814.7,91184.3,289999,A1
JM3KE2D35G0781383,117143,6873.29,267583.9,32415.1,299999,A1
9BWDB05U6FT038790,110923,4153.02,117149.08,20849.92,137999,A1
3VWVB6AU3KM020390,33465,5835.72,345038.93,27960.07,372999,A1
3N6AD33A3JK901434,117981,8526.05,301739.51,93259.49,394999,A1
3G1TA5AF6GL130168,114782,2991.42,111294.49,13704.51,124999,A1
5TDKKRFH5FS068188,112403,8770.18,337440.84,41558.16,378999,A1
3VW1W1AJ5HM285381,111636,2636.72,223234.12,9764.88,232999,A1
3FA6P0H91ER273969,114755,5958.62,170876.77,29122.23,199999,A1
ML3AB56J8JH003567,107932,5416.17,168658.54,26340.46,194999,A1
MEX612606KT014231,32278,3332.65,179649.63,15349.37,194999,A1
9FBHS1A65EM098919,118862,4210.35,126730.48,21268.52,147999,A1
3VWLW6AJ1JM225786,113779,5775.28,206296.6,83702.4,289999,A1
2FMDK3KC3BBB57197,119662,5002.82,145053.11,24945.89,169999,A1
9FBHS1FH7HM510126,106948,4183.51,163098.44,19900.56,182999,A2
LSGHD52HXJD050099,112274,3151.92,148520.93,14478.07,162999,A1
3N1CK3CD2FL254234,115971,3941.17,118434.06,19564.94,137999,A1
VSSSE65F5FR111706,104073,6200.12,171604.43,83394.57,254999,A1
9BD373570G5091508,109650,3808.6,147355.63,17643.37,164999,A1
3VW1M1AJ2GM214966,101646,4691.8,158098.4,21900.6,179999,A1
3N1CN7AD6JK456722,112848,2255.05,179843.66,10155.34,189999,A1
3FA6P0H99DR180485,117222,3223.88,198173.98,14825.02,212999,A1
WF0CP6A75F1B29510,38178,5602.47,156688.49,76310.51,232999,A1
KNDJN2A11G7873265,116651,4464.88,189192.28,20806.72,209999,A1
KNDJN2A11G7366981,38558,3874.01,152755.5,55243.5,207999,A1
3FADP4BJ4FM143782,114961,3429.39,122183.74,15815.26,137999,A1
WBA4H3100JBH10788,105394,6174.11,480444.41,29554.59,509999,A1
JN8BT27T9FW006319,103792,5646.82,183219.46,81779.54,264999,A1
9BWAG4126HT529962,115225,4018.03,134346.17,18652.83,152999,A1
3G1J85CCXGS558644,114725,4218.72,126833.25,21165.75,147999,A1
3GNCJ7CE6GL258330,111256,5065.77,197371.62,27627.38,224999,C2
MEX5G2603FT088822,120512,4147.7,123617.69,19381.31,142999,A1
MB2C32AC4HM211042,108742,5109.45,254032.98,28966.02,282999,A1
5XYPG4A37HG204942,114744,5999.7,291225.25,33773.75,324999,A1
5NMS33AA2KH051575,114594,6688.81,410971.07,42027.93,452999,A1
2C4JC1AG0CR127550,115450,3316.83,153206.23,19792.77,172999,A2
WBAHS710XGP893670,46969,10322.13,313805.84,59193.16,372999,A1
U6YPC3AA8GL687337,107730,7241.35,238346.69,41652.31,279999,A1
3VW1K1AJ6GM375665,117644,5590.52,151112.91,31886.09,182999,A1
3MZBM2V71FM221642,115391,3429.39,191082.49,18916.51,209999,A1
1FMCU0F79EUB89216,119148,6233.64,168061.09,36937.91,204999,A1
VSSCC6KJ1JR173017,102695,4201.35,291620.23,23378.77,314999,A1
JTDKBRFUXH3555551,117511,7039.92,275227.3,39771.7,314999,A1
9FBB62JS5FM530357,117591,3300.42,107808.56,20190.44,127999,A1
3N1BC1AD0GK210742,47005,2628.63,133333.7,14665.3,147999,A1
U6YPC3AA0GL716166,115306,6773.57,230596.61,37402.39,267999,AA
MEX5H2604GT011911,105146,5006.05,137805.83,29193.17,166999,A2
JTDKBRFU9G3015798,103532,7026.36,239477.03,39521.97,278999,A2
JN8AS58V1DW880824,118929,5865.09,158946.61,34052.39,192999,A2
3KPA34AC1JE045419,110879,7157.75,237993.39,17005.61,254999,A2
MEX5G2609KT024746,107731,7121.75,205992.62,44006.38,249999,A1
3VW1K1AJ0GM338711,111611,3779.15,171022.25,21976.75,192999,A1
3KPA35AC6KE180628,102927,3859.24,236597.76,21401.24,257999,A1
3G1J86CC4GS560685,110470,2548.63,146299.31,13699.69,159999,A1
MHKMF53F0GK003921,117986,5001.53,147313.65,30685.35,177999,A2
MEX6F2600HT111984,110131,6224.58,177476.44,30522.56,207999,A2
MEX5J2607KT029459,116112,6732.58,198321.98,36677.02,234999,A2
MA6CB6AD0GT014730,42124,3606.71,93220.89,20778.11,113999,A1
JTDKT9D36ED593386,38779,5121.06,152443.74,7555.26,159999,A1
9BD195A80J0833518,116051,4033.6,150322.09,22676.91,172999,A1
3N1CN7AD1JK458412,118594,2930.29,171967.28,16031.72,187999,A1
1C4NJCAB4ED829965,117765,5565.05,154916.5,33082.5,187999,A1
3N1CN7AD6HK391302,110546,4654.8,148467.64,24531.36,172999,A2
VSSAD2NH6H1012080,111984,6010.8,161204.68,33794.32,194999,A1
JM1GL1W34H1100315,117917,4564.62,248826.3,44172.7,292999,A1
5N1AA0NC2EN605082,40131,7663.44,256658.87,46340.13,302999,A1
3FADP4EJ6GM125149,104618,3843.09,131691.25,21307.75,152999,A1
WDDWF4CB5JF555429,122035,6851.21,450329.46,69669.54,519999,A1
JN8BT27T0HW038028,105644,7324.93,311461.87,23537.13,334999,A1
JM3KE2D36G0751051,105778,8405.96,266944.06,42054.94,308999,A1
5XYPH4A53HG206041,117652,5428.7,349525.74,30473.26,379999,A1
1FMCU0F75EUA09312,115577,3869.77,183536.55,21462.45,204999,A1
WBAVL9107FVT83752,120135,6805.61,266566.76,38432.24,304999,A1
WAU8CD8T4DA040885,116278,3381.83,260042.62,19956.38,279999,A1
5TDYK3DCXES501114,120655,5484.48,299203.24,30795.76,329999,A1
5NPE34AF7FH075989,40929,6719.27,193107.07,39891.93,232999,A1
5KBRL5824DB802934,114280,3681.88,227622.78,20376.22,247999,A1
3N1CK3CDXGL260848,121148,3948.01,107053.26,22945.74,129999,A1
3N1CK3CD0GL219595,121332,4200.66,129624.2,23374.8,152999,A1
3N1AB7AE9HL627279,101918,6929.81,209496.92,40502.08,249999,A1
4JGDA5JB5HA886457,117584,11928.57,535780.54,69218.46,604999,AA
9FBHS2FH3HM522523,118552,3517.43,176856.15,41142.85,217999,A2
MEX522604HT079323,42881,5444.17,142141.89,32857.11,174999,A1
MAJFP1ND8GA117987,120129,3518.93,113564.45,19434.55,132999,A1
MA3VC41S7GA160950,117238,5018.01,138397.31,29601.69,167999,A1
JTDKBRFU5H3043681,107533,9133.5,266256.47,53742.53,319999,A1
JN8BT27T0FW009934,105411,6453.84,203600.27,36398.73,239999,A1
JN1AF55C2ET100077,117911,5575.03,166471.35,31527.65,197999,A1
3VW1K1AJ3GM336631,43332,4689.35,163800.88,26198.12,189999,A1
3N1AB7AE7GL630504,121656,5763.25,158761.43,34237.57,192999,A1
3KPA35ACXJE074617,47190,5539.66,228884.38,31114.62,259999,A1
3MZBM2V7XFM162803,113184,5567.67,179191.29,30807.71,209999,B
JN8BT27TXFW012288,119543,5949.8,209670.31,33328.69,242999,A2
3VW1M1AJ3GM238905,47055,4270.65,145876.72,49122.28,194999,A2
JM3TB2DA0F0454495,113337,8178.92,242773.82,48225.18,290999,A1
3VW1V49M0EM003338,113535,4080.86,126641.25,23357.75,149999,A1
3G1J85CC2FS596951,114021,2409.79,109975.96,13023.04,122999,A1
5GAKV7KD2HJ276559,117124,10567.43,388105.64,59893.36,447999,A2
WF0BP4H27E4112597,39811,3902.88,111288.38,21710.62,132999,A1
KL8CM6CA5HC739683,117215,4563.45,144527.39,25471.61,169999,A1
9BWDB45U3HT102472,111579,4899.02,139958.24,30040.76,169999,A1
3N6AD35C5JK814052,118221,9308.17,260314.92,55684.08,315999,A1
3MDDJADV7GM100259,117892,4310.14,189577.05,30421.95,219999,A1
3KPFK4A70HE001479,31586,5509.03,174061.63,30937.37,204999,A1
VSSBB2KJ8JR017726,108973,6740.81,204530.69,38468.31,242999,A2
TMCJ33A31GJ054591,38996,7810.59,238759.5,46239.5,284999,A1
SALVA2BG8FH986258,120992,9572.04,365695.17,52303.83,417999,A1
JM1DE2HY8D0263559,113563,4746.84,126263,23736,149999,B
WAUAYJ8V9G1108928,115190,5533.78,253918.25,31080.75,284999,A1
MB2C22AC7JM408084,113715,4310.14,253991.51,24007.49,277999,A1
5XYPH4A58GG073372,39382,7092.56,228786.84,104212.16,332999,A1
3VWV46AT0DM613371,121290,6232.32,182319.61,35679.39,217999,A1
3VW7B6AU7JM265653,39578,6112.83,306716.94,36282.06,342999,A1
3C3CFFBRXET191225,114177,4609.04,135734.56,27264.44,162999,A1
1C4SDHCTXEC467806,116944,9648.31,314106.78,55892.22,369999,A1
WVGDZ65N7GW073948,120509,6716.02,242237.01,40761.99,282999,A1
WAU8YF8V9FA012078,113547,6825.97,203172.59,41826.41,244999,A1
MEX5G2602JT021573,112755,3495.91,160517.93,17481.07,177999,A1
3MZBM2V73GM260640,105940,5952.07,204290.95,35708.05,239999,A1
3GNCJ7CE5HL254450,117254,5484.48,219203.32,30795.68,249999,A1
5XYZW4LA2HG467573,120739,8393.87,336171.34,51827.66,387999,A2
WDDWF4CB9JF664301,119676,10601.14,397201.89,60797.11,457999,A1
MEX5F260XJT026698,43381,5701.7,162153.99,34845.01,196999,A1
3VW1M1AJ6GM235609,110690,4691.8,157895.52,22103.48,179999,A1
3MDDJACV7JM306724,120316,4468.6,212347.59,25651.41,237999,A1
1C4RJFJT3EC404559,111623,10853.01,346594.63,63404.37,409999,A2
3N8CP5HD8HL486170,46404,5478.59,234239.75,30759.25,264999,A
MALA74NC8GM128433,114187,4372.48,113281.81,21717.19,134999,A1
3N1CN7AD9KL886465,40838,3617.09,151247.32,51751.68,202999,A1
5KBYF6893GB804149,113377,6435.5,381170.23,29828.77,410999,C2
WDDHF4JB7DA711922,114558,6103.62,231392.86,28606.14,259999,A1
WDCTG4DB1GJ239793,112033,9470,310070.01,44928.99,354999,A1
WBA8A1101HK669475,114942,8655.2,329781.78,38217.22,367999,A1
3N6DD23X3FK024429,103528,7110.47,206272.54,33726.46,239999,A2
3KPFN4A74HE095728,116831,3411.3,239342.48,15656.52,254999,A2
2FMPK3AP7GBC48272,38627,9882.09,329535.02,48463.98,377999,A1
LSGHD52H3JD227544,115964,4637.97,142577.13,22421.87,164999,A1
MEX5G2603JT032548,115654,5292.03,152444.17,27554.83,179999,A1
MA6CC6CD4GT007676,113419,4105.99,108340.17,19658.83,127999,A1
3N6AD35A0HK814484,112064,7824.22,254519.37,35479.63,289999,C2
KNADN5A35G6780025,40211,5798.22,163647.77,34351.23,197999,A2
JM1BN1V3XJ1167965,109212,8374.68,251222.15,47776.85,298999,A2
3FADP4BJ3HM127706,37716,5257.48,146661.64,31337.36,177999,A1
3MZBM2L76GM276124,116586,5294.62,198849.37,29149.63,227999,C1
WF0CP6B92G1B82151,118475,4454.69,268155.65,24843.35,292999,A1
VSSLA26J2GR086275,122418,6624.19,188879.71,32119.29,220999,A1
9FBHS1FF8JM554320,120321,6618.29,186334.35,38664.65,224999,A1
JM1BN1L30H1150461,105481,6998.31,234934.54,33064.46,267999,A
3VWWB6AUXHM016351,119367,6422.58,226780.92,36218.08,262999,A1
VF1LZ12T0FC297521,116868,3811.05,146876.26,21122.74,167999,A1
WBAWX7102G0G78305,106885,11397.59,429950.4,40048.6,469999,AAA
WAUAYA8X5EB101757,117972,4864.53,166923.06,31075.94,197999,A2
3G1J85CC7FS534378,119968,3838.29,115735.95,22263.05,137999,A2
9BWAB45U4HP009729,121939,4483.66,129880.55,25118.45,154999,C2
VSSMK46JXDR181014,122454,3576.46,118324.44,19674.56,137999,A2
JM1GJ1U39G1456878,123345,4428.05,195455.31,26543.69,221999,A1
3VW2W2AJ2HM329590,107576,6997.36,223458.81,39540.19,262999,A1
3VVHP65N7KM0111889,117790,10067.62,295673.73,144325.27,439999,A1
3GNCJ7CE0HL227298,47050,3100.9,232690.82,17308.18,249999,A1
3G1TC5CF3FL210940,107662,4289.82,118184.61,24814.39,142999,A1
VSSBC65F5KR082126,122533,5296.68,342219.03,32779.97,374999,A2
9BD341A54HY466687,123029,4426.48,114083.08,26915.92,140999,A1
5TDYK3DC6CS251593,116413,6621.29,205569.38,39429.62,244999,A1
JN8ET27T1LW002791,123066,14269.77,474964.26,81034.74,555999,A1
MR2B29F30H1034463,124027,5261.21,161513.02,30485.98,191999,A1
MA6CA6AD6HT029124,122597,3288.77,109518.17,13480.83,122999,A1
3HGGK5852GM000077,107842,4641.78,160077.33,19921.67,179999,A1
WMEFJ4CA8GK131955,102190,4600.17,189943.77,28055.23,217999,A1
WBA3B1102FK351434,47664,4805.66,307251.55,5747.45,312999,A1
5TDKK4CC1AS298525,115217,5094.93,151892.21,31106.79,182999,A1
3VWWB6AU8GM062548,119921,6311.29,186848.85,83150.15,269999,A1
3N1CN7AD4JL848026,114947,3899.13,174545.38,21453.62,195999,A1
3GNCJ7EB5EL207045,115241,4947.49,185925.16,29073.84,214999,A2
TMCJ33A32HJ129767,108666,7851,258303.53,86695.47,344999,A1
1VWBR7A32FC115168,123334,6229.7,181459.77,36539.23,217999,A1
TMCJT3BE3FJ701491,116373,5820.3,178373.71,34625.29,212999,AA
3N1CN7AD4FL926649,40350,4761.6,127616.8,25382.2,152999,A2
MR2B29F37J1127230,125299,5542.28,179999,0,179999,A1
2HGFC3287JH850373,47319,10170.75,305621.85,62377.15,367999,A1
VSSAE4NH1K1011063,43223,4515.65,229948.28,27050.72,256999,A1
JM1NDAC75K0302220,121443,9933.01,305022.28,57976.72,362999,A1
3C6SRBET2GG220119,124132,13280.56,404876.91,80122.09,484999,A1
1C4AJPABXED813453,109059,3413.92,171295.68,18703.32,189999,E1
3C4PDCCBXFT698839,124298,6715.39,201970.24,40028.76,241999,B
WDDSJ4DB9KN756401,122177,9655.74,405456.56,54542.44,459999,A1
SALVA2BG9FH961076,47085,11686.56,381636.48,73362.52,454999,A1
MAJFP1MD1GA110915,124473,3828.05,126262,13737,139999,A1
JM1DKCC79H0179558,121966,5852.35,213744.02,76254.98,289999,A1
9BWAB45U4HP086455,124048,4552.25,142460.96,25538.04,167999,A
3G1TA5AFXGL144557,43648,4305.12,106828.73,24170.27,130999,A2
2662711,103732,4802.36,201726.78,28272.22,229999,A1
9BWAB45U6JT048917,39431,4517.12,147961.17,25037.83,172999,A1
3VW1V09M1CM060993,101982,3211.27,97364.31,18634.69,115999,A1
3N1CN7AD2FK401868,41602,4370.33,126532.06,26466.94,152999,A1
3N1CN7AD1JK458796,119213,5562.18,162440.2,33558.8,195999,A1
3GNAL7EK3ES569429,117214,3605.54,161230.57,24768.43,185999,A1
2662699,117994,3966.9,113188.49,23810.51,136999,A1
3N1CK3CD8JL252626,103022,4989.62,148342.49,29656.51,177999,A2
1C4RJEBGXEC212163,115256,8526.49,311199.77,48799.23,359999,A2
WAUCFC8R2GA013933,110370,9408.59,309047.48,60951.52,369999,A1
VF1LZ12T0GC303531,118654,4993.16,134583.4,28415.6,162999,A1
3N1AB7AD2GL632443,119253,4641.9,152244.67,25754.33,177999,A1
3KPFK4A7XHE128983,110175,5102.82,178598.06,28400.94,206999,A1
1C4BJWEGXGL249090,121575,12448.73,555577.62,72421.38,627999,A1
WMWXU7108L2L19789,45894,8268.24,370423.34,46575.66,416999,AA
VF1VY1GY3FC534941,38295,5722.24,194611.58,33387.42,227999,A2
5NPE24AF1FH226683,125174,5860.95,163523.26,33475.74,196999,A2
WAUAYJ8V6F1098860,104145,8821.44,232508.94,50490.06,282999,A1
9FBHS2AAXGM569122,117095,5367.65,165078.5,29920.5,194999,A1
3KPFL5A77JE151839,113025,6763.03,212079.24,43919.76,255999,A1
1N4AZ0CP0HC303959,104469,10182.81,294904.81,58094.19,352999,A1
5YFBU8HE0GP490631,103493,4486.29,167148.39,28850.61,195999,AA
5XYPH4A53JG365373,121952,9068.16,375299.84,49699.16,424999,AA
5TDYK3DC3DS349269,34807,5697.26,297442.47,35556.53,332999,A2
MA6CB6AD3HT024783,125820,4372.05,109872.2,25126.8,134999,A1
JM1DKDD77J1305713,124787,7139.67,240876.7,94122.3,334999,A1
19XFB2681DE604442,115998,3957.84,156172.33,21826.67,177999,A1
9FBHS2A60FM118064,118008,5353.94,152699.23,30299.77,182999,B
ML3AA28J3KH001998,115271,5673.49,170513.95,32485.05,202999,A2
JM1GJ1V31F1168205,123201,4153.61,190175.06,22823.94,212999,A2
WMWXM5109G3A23526,110650,5429.68,270524.67,32474.33,302999,A1
LSGKB52H4JV079667,34192,5469.09,174820.51,33178.49,207999,A1
JN8BT27TXFW009004,38797,6855.35,211774.94,38224.06,249999,A1
93Y1R3D58LJ568643,117318,6231.08,170119.88,37879.12,207999,A1
3VW1K1AJ5GM355911,47529,4976.23,156252.79,28746.21,184999,A1
3KPA25AC4JE002928,102059,4400.15,186109.8,23889.2,209999,A1
3C4PDCCB0GT201380,115921,8378.57,227715.31,47283.69,274999,A1
0MAJFP1ND0HA154033,40058,4330.15,120331.62,24667.38,144999,A1
TSMYD21S4HM344200,102386,5237.79,241438.91,35560.09,276999,A1
3G1TB5AFXEL218280,121986,2971.39,99196.03,18802.97,117999,A1
3C4PDCFG4HT516952,103943,7946.1,265911.49,54087.51,319999,AA
3N1CK3CD4KL232651,124678,4164.95,136297.83,31701.17,167999,A2
TMCJ23A35HJ403241,39126,7957.12,239234.69,53764.31,292999,A1
MA6CB5CD8LT002147,119871,4230.01,149898.94,28100.06,177999,A1
KNDPR3NC0H7297105,123616,9473.3,306231.24,61767.76,367999,A1
3G1B85EM6JS613138,127178,8326.19,265423.34,39575.66,304999,A
WAUCFD8R5EA097880,38125,8025.93,257920.56,52078.44,309999,A1
VSSFK46J9FR016311,120396,5327.7,132077.23,35921.77,167999,A1
JE4LD2136FZ014372,46778,5623.86,186985.98,31013.02,217999,A2
3VWVB6AU9HM019494,124076,5735.7,243904.76,37094.24,280999,A2
3HGRM3854FG007181,37698,7093.47,225712.74,47286.26,272999,A2
WDCTG4GBXFJ051445,41578,9475.06,255701.41,62297.59,317999,A1
WAUGFCF43HN012180,127004,9567.23,310140.73,62858.27,372999,A1
MEX5H2602HT013691,124515,4517.66,126599.74,31399.26,157999,A1
MEX512601KT026668,128814,5148.28,174122.7,35876.3,209999,A1
KL8PM5D81FK045518,119514,4544.3,141342.03,31656.97,172999,A1
KL8PJ5C59FK051518,40541,5065.16,127506.02,34492.98,161999,A1
5N1AR2MN5EC615253,115559,7655.29,204866.18,52132.82,256999,A1
3VWVB6AU6GM005938,124416,5660.52,211342.22,31656.78,242999,A1
3VW1W1AJ9EM260849,127340,4926.16,143672.38,31326.62,174999,A1
3N1CN7AD7KL878235,123400,6238.41,174487.08,41511.92,215999,A1
1G1F76S06J4111600,38524,9437.04,434869.61,87129.39,521999,A1
3VW2W1AJ0HM290735,127218,6801.69,199615.59,45383.41,244999,A
3VW1K1AJ3HM271345,109847,5597.34,177133.94,40865.06,217999,C1
JM1DKDD75J1329010,124593,7520.12,282445.7,52553.3,334999,A1
JM1BM1U38G1351539,44875,6700.13,170781.86,44217.14,214999,A1
93Y566HC4HJ596225,44801,5156.74,146951.16,35047.84,181999,A1
3VW1M1AJ9GM207240,105062,5307.07,154122.31,33876.69,187999,A1
3N1CK3CD4DL262218,125605,3946.55,100004.4,25994.6,125999,A1
3G1TA5AF9GL165254,114386,4438.79,114546.92,25452.08,139999,A1
1N4AL3AP9FN312473,127253,6071.59,149020.33,39978.67,188999,A1
1FADP3K29FL332495,113981,4863.78,136843.78,48155.22,184999,A1
19XFC1672HE602607,128899,4713.31,289113.35,26885.65,315999,A1
3MZBM2V75GM286236,129075,6594.72,193839.45,43159.55,236999,A2
WBAXW510XF0E86379,104283,12734.03,396724.66,86274.34,482999,A1
JN1AF55C1GT200948,123339,4427.58,239447.27,28551.73,267999,A1
3N8CP5HD0LL473213,118148,3518.79,305979.17,24019.83,329999,A
JN8BT27T5GW506866,39457,6763.1,200739.09,44259.91,244999,C1
3KPFN5A71JE251543,127490,3844.33,260214.42,23784.58,283999,B
WAU8YF8V2FA058738,119982,7148.21,210262.22,44736.78,254999,A2
3N1CN7AD7JK397549,40310,5288.78,138060.44,34938.56,172999,A2
5NPD74AF4HH010570,45677,3582.71,180256.6,23742.4,203999,A1
3G1J85CC1HS613533,120172,4719.27,137536.4,32462.6,169999,A1
2HGFC3278KH850505,128701,11873.05,346020.81,66978.19,412999,A1
1GNSK8KC1GR436152,121700,13501.29,561388.91,88610.09,649999,A1
19XFB2688CE607644,124166,5029.3,128467.4,29531.6,157999,A1
3VW1M1AJ7FM420850,119530,4353.9,167682.88,2316.12,169999,C2
VF1HR3NB2LC335430,106001,8708.07,458985.94,59013.06,517999,AA
KNDJX3AA7H7445251,103336,7378.11,225271.2,49727.8,274999,A2
3N1CK3CD7FL242600,115788,3479.31,109472.06,23526.94,132999,A2
WBA1S1101HV968297,39048,8901.02,267915.22,60083.78,327999,A1
VSSMK46J8DR196806,125345,3636.84,116303.41,22695.59,138999,A1
LSGKB52H2JV117834,119829,5754.84,168742.94,34256.06,202999,A1
