stock_id,sku
22591,MX-C008-P-18-1040-1005
22761,MX-V040-P-14-1016-1008
24142,MX-S038-P-15-1005-1003
27533,MX-N031-P-16-1028-1005
28031,MX-V040-P-19-1025-1005
28306,MX-V040-P-18-1002-1005
29424,MX-M026-P-17-1001-1001
29783,MX-A003-P-17-1012-1001
30129,MX-C008-P-18-1040-1002
31818,MX-J022-P-16-1002-1003
33772,MX-V040-P-16-1016-1002
34113,MX-V040-P-17-1025-1006
34269,MX-C008-P-17-1019-1002
34349,MX-A003-P-16-1003-1009
39056,MX-C008-P-18-1035-1001
40806,MX-A003-P-16-1007-1010
44151,MX-F012-P-13-1011-1005
44496,MX-M026-P-17-1006-1007
44543,MX-H016-P-16-1007-1002
44585,MX-T039-P-17-1014-1001
102372,MX-M027-P-19-1016-1001
110187,MX-V040-P-18-1025-1003
23240,MX-A003-P-18-1003-1009
23574,MX-H018-P-17-1008-1004
24618,MX-H016-P-16-1001-1002
26068,MX-H018-P-15-1007-1001
30204,MX-S038-P-16-1007-1002
30307,MX-H018-P-19-1005-1003
31580,MX-F012-P-16-1015-1005
33509,MX-N031-P-16-1027-1004
36151,MX-M026-P-16-1008-1003
36201,MX-D010-P-19-1003-1002
39135,MX-N031-P-16-1009-1002
39419,MX-S038-P-13-1005-1002
39991,MX-T039-P-17-1013-1001
42282,MX-V040-P-15-1002-1004
43488,MX-S038-P-18-1005-1005
44596,MX-B004-P-14-1005-1009
45664,MX-J022-P-17-1009-1001
45765,MX-H018-P-16-1008-1005
46632,MX-H016-P-16-1003-1002
46667,MX-R034-P-16-1003-1004
47031,MX-B004-P-15-1005-1003
48164,MX-C008-P-16-1035-1003
102288,MX-V040-P-16-1016-1006
102992,MX-M026-P-17-1006-1014
103287,MX-V040-P-16-1028-1001
103946,MX-B004-P-17-1005-1006
103961,MX-A003-P-18-1006-1001
104496,MX-C008-P-17-1003-1006
105154,MX-S038-P-13-1002-1002
21616,MX-N031-P-17-1022-1006
21733,MX-V040-P-16-1016-1010
22555,MX-H018-P-17-1008-1004
22947,MX-M026-P-15-1006-1004
24219,MX-V040-P-15-1019-1004
27291,MX-C008-P-19-1008-1002
28677,MX-N031-P-17-1028-1002
30526,MX-V040-P-17-1028-1004
31787,MX-A003-P-17-1003-1003
32695,MX-C008-P-17-1003-1010
34452,MX-T039-P-15-1005-1003
35752,MX-R034-P-15-1003-1001
36751,MX-T039-P-13-1014-1003
36945,MX-A003-P-16-1003-1008
37242,MX-V040-P-16-1012-1001
38133,MX-N031-P-15-1027-1002
38714,MX-F011-P-17-1010-1002
40186,MX-S035-P-18-1003-1003
40538,MX-N031-P-16-1009-1002
41592,MX-J022-P-14-1004-1001
41686,MX-V040-P-18-1028-1004
42233,MX-C008-P-19-1040-1005
42388,MX-S038-P-18-1004-1003
42952,MX-H018-P-17-1003-1003
43946,MX-H018-P-17-1010-1001
44368,MX-H018-P-15-1005-1006
48231,MX-M029-P-15-1001-1009
102412,MX-J022-P-16-1007-1004
102797,MX-A003-P-12-1003-1002
103167,MX-F012-P-13-1013-1001
104319,MX-C008-P-16-1022-1001
104744,MX-V040-P-17-1029-1001
105572,MX-R034-P-18-1003-1001
105891,MX-H018-P-18-1009-1003
110098,MX-S035-P-16-1003-1014
22682,MX-F012-C-17-1014-1002
23670,MX-K023-P-18-1001-1011
27670,MX-V040-P-16-1012-1005
28753,MX-M026-P-15-1006-1011
30159,MX-N031-P-18-1027-1001
34077,MX-S038-P-17-1007-1004
34361,MX-V040-P-17-1012-1004
38317,MX-M026-P-19-1009-1001
40908,MX-C008-P-19-1035-1001
41387,MX-M026-P-16-1002-1004
42360,MX-N031-P-15-1027-1002
42468,MX-S035-P-14-1003-1007
43001,MX-N031-P-15-1022-1004
45301,MX-C008-P-16-1022-1004
45706,MX-C008-P-16-1035-1001
46116,MX-F012-P-15-1002-1002
46556,MX-F012-P-16-1013-1011
46927,MX-V040-P-18-1025-1008
47334,MX-H018-P-17-1008-1004
47701,MX-A003-P-14-1003-1020
47766,MX-M030-P-17-1006-1003
101310,MX-C008-P-13-1035-1002
101849,MX-M030-P-17-1006-1004
104800,MX-M026-P-15-1006-1008
106056,MX-C008-P-17-1030-1006
106407,MX-T039-P-12-1016-1004
106560,MX-T039-P-17-1016-1004
13993,MX-T039-P-15-1014-1003
16001,MX-J022-P-18-1004-1006
19033,MX-H018-P-15-1006-1004
21772,MX-F012-P-16-1013-1009
23996,MX-M029-P-17-1001-1048
25981,MX-M026-P-18-1006-1010
28544,MX-A003-P-15-1002-1008
30801,MX-P032-P-15-1004-1005
32611,MX-C008-P-15-1030-1004
34200,MX-V040-P-14-1025-1001
36147,MX-S035-P-18-1005-1006
37984,MX-B004-P-16-1004-1001
39369,MX-C008-P-19-1030-1006
40595,MX-V040-P-17-1002-1004
44018,MX-N031-C-16-1010-1005
45550,MX-D010-P-17-1021-1002
47071,MX-M026-P-15-1006-1004
48176,MX-V040-P-15-1025-1002
101395,MX-V040-P-16-1002-1003
104809,MX-N031-P-17-1022-1003
106428,MX-H016-P-18-1003-1004
107123,MX-M026-P-16-1002-1004
107959,MX-F012-P-18-1015-1002
109587,MX-V040-P-16-1028-1002
19451,MX-K023-P-17-1005-1006
24485,MX-F012-P-15-1013-1014
26483,MX-S035-P-15-1004-1010
28994,MX-K023-P-17-1003-1004
29037,MX-V040-P-16-1028-1001
29090,MX-C008-P-16-1030-1004
30766,MX-F011-P-16-1001-1002
32424,MX-C008-P-18-1003-1009
33515,MX-R034-P-18-1003-1002
36020,MX-H018-P-15-1005-1006
37178,MX-M027-P-17-1016-1004
40770,MX-S038-P-18-1007-1001
40980,MX-N031-P-16-1027-1004
42280,MX-P032-P-17-1004-1011
42538,MX-K023-P-18-1003-1002
42550,MX-K023-P-17-1003-1004
43725,MX-N031-P-17-1019-1002
43986,MX-S035-P-15-1004-1008
45460,MX-H018-P-17-1009-1002
45863,MX-H016-P-15-1006-1002
101465,MX-B005-P-15-1002-1002
102809,MX-K023-P-16-1005-1004
104492,MX-S038-P-19-1005-1009
106603,MX-A003-P-15-1013-1002
106736,MX-M026-P-14-1008-1001
108509,MX-K023-P-16-1001-1003
110197,MX-R034-P-15-1008-1001
39340,MX-K023-P-19-1006-1003
40304,MX-C008-P-17-1019-1001
41271,MX-M027-P-18-1015-1003
43381,MX-V040-P-18-1028-1007
48225,MX-B004-P-18-1005-1005
101646,MX-V040-P-16-1016-1001
102473,MX-V040-P-19-1017-1004
103252,MX-K023-P-16-1001-1001
106464,MX-C009-P-13-1006-1003
107244,MX-C008-P-17-1029-1003
110048,MX-H016-P-13-1003-1008
110346,MX-K023-P-19-1003-1001
110511,MX-F012-P-13-1005-1003
112062,MX-S035-P-17-1003-1017
113004,MX-H016-P-16-1003-1003
113337,MX-M026-P-15-1004-1004
115865,MX-D010-P-12-1021-1001
117254,MX-C008-P-17-1035-1002
117652,MX-K023-P-17-1004-1003
119662,MX-F012-P-11-1005-1003
120321,MX-R034-P-18-1003-1001
121146,MX-V040-P-11-1006-1001
121986,MX-C008-P-14-1003-1004
122724,MX-F012-P-18-1015-1001
124086,MX-N031-C-16-1008-1001
128502,MX-H016-P-16-1004-1004
131444,MX-A003-P-14-1003-1010
140269,MX-C008-P-16-1030-1004
38295,MX-R034-P-15-1006-1001
40413,MX-M026-P-16-1006-1003
47439,MX-V040-P-17-1016-1001
47697,MX-H018-P-16-1008-1005
103323,MX-F012-C-15-1012-1006
105778,MX-M026-P-16-1002-1004
105946,MX-H016-P-18-1003-1005
108468,MX-M026-P-15-1002-1003
108843,MX-H016-P-15-1006-1001
110340,MX-M026-P-16-1001-1001
111340,MX-C008-P-17-1029-1002
111393,MX-M029-P-17-1001-1026
111581,MX-C008-P-17-1030-1004
111701,MX-S043-P-12-1001-1001
112151,MX-S035-P-18-1003-1009
113377,MX-H016-P-16-1009-1002
114386,MX-C008-P-16-1003-1003
116822,MX-S035-P-16-1004-1002
116944,MX-D010-P-14-1018-1002
117222,MX-F012-P-13-1019-1003
122418,MX-S035-P-16-1003-1021
123400,MX-N031-P-19-1027-1004
123592,MX-H018-P-15-1003-1006
124132,MX-D010-C-16-1012-1008
124755,MX-N031-P-18-1022-1003
126837,MX-T039-P-10-1005-1006
127529,MX-H016-P-10-1002-1002
127677,MX-V040-P-15-1019-1002
128853,MX-N031-P-15-1002-1004
143134,MX-M026-P-17-1006-1005
149826,MX-C008-P-15-1030-1003
28313,MX-C008-P-18-1008-1003
36077,MX-H018-P-19-1009-1003
37259,MX-V040-P-19-1028-1003
38627,MX-F012-P-16-1005-1003
41757,MX-H016-P-16-1007-1001
44875,MX-M026-P-16-1006-1005
48120,MX-C008-P-20-1035-1003
107090,MX-F012-P-18-1008-1001
108312,MX-F012-P-18-1015-1005
109308,MX-V040-P-16-1016-1010
109847,MX-V040-P-17-1016-1005
111117,MX-S035-P-15-1003-1019
111801,MX-C008-P-16-1035-1001
111897,MX-B004-P-17-1005-1002
113342,MX-H018-P-15-1003-1006
113956,MX-C008-P-18-1003-1002
114961,MX-F012-P-15-1013-1015
115788,MX-N031-P-15-1002-1003
117504,MX-R034-P-16-1013-1002
118221,MX-N031-C-18-1008-1002
118473,MX-V040-P-16-1016-1001
118934,MX-T039-P-17-1017-1006
121290,MX-V040-P-13-1002-1007
121332,MX-N031-P-16-1002-1003
122454,MX-S035-P-13-1003-1013
123909,MX-M026-P-16-1002-1003
125820,MX-C008-P-17-1030-1002
126615,MX-N031-P-16-1013-1002
127668,MX-N031-P-19-1028-1006
131282,MX-C008-P-20-1003-1001
131530,MX-J022-P-15-1005-1002
139111,MX-C008-P-16-1035-1003
139255,MX-T039-P-15-1002-1002
140470,MX-V040-P-15-1021-1001
142545,MX-V040-P-18-1028-1004
145470,MX-V040-P-17-1016-1002
33463,MX-F012-P-17-1015-1007
42124,MX-C008-P-16-1030-1005
44859,MX-V041-P-17-1007-1002
104531,MX-N031-P-17-1003-1006
105903,MX-M026-P-16-1006-1012
112325,MX-C008-P-16-1003-1003
113950,MX-V040-P-18-1025-1002
114177,MX-F011-P-14-1001-1004
114832,MX-G014-P-19-1004-1002
116413,MX-T039-P-12-1016-1003
118552,MX-R034-P-17-1003-1004
118654,MX-R034-P-16-1004-1003
120451,MX-A003-P-14-1005-1017
121148,MX-N031-P-16-1002-1001
123456,MX-M027-P-17-1016-1003
124473,MX-F012-P-16-1015-1006
127022,MX-V040-P-18-1028-1005
127836,MX-V040-P-12-1025-1002
130122,MX-F012-P-12-1008-1004
134842,MX-A003-P-18-1001-1002
32698,MX-A003-P-17-1003-1013
40762,MX-F012-P-16-1008-1007
46173,MX-B005-P-16-1001-1001
46683,MX-B005-P-12-1001-1001
48047,MX-C008-P-15-1029-1003
102188,MX-H016-P-18-1007-1004
105146,MX-V040-P-16-1028-1007
105780,MX-R034-P-18-1013-1005
106001,MX-R034-P-20-1006-1003
107842,MX-H016-P-16-1006-1003
108192,MX-S038-P-18-1005-1003
110336,MX-F012-P-15-1013-1014
116586,MX-M026-P-16-1006-1008
116831,MX-K023-P-17-1001-1008
118236,MX-V040-P-18-1028-1003
121952,MX-K023-P-18-1004-1002
122533,MX-S035-P-19-1004-1010
122709,MX-N031-P-13-1022-1008
122937,MX-L025-P-12-1005-1001
123923,MX-A003-P-21-1034-1002
125044,MX-D010-P-15-1021-1002
127004,MX-A003-P-17-1005-1001
129219,MX-S035-P-17-1005-1002
129929,MX-N031-P-20-1027-1002
130230,MX-R034-P-14-1003-1002
138734,MX-J022-P-14-1005-1001
138830,MX-H016-P-19-1004-1003
141397,MX-V040-P-16-1028-1002
38624,MX-R034-P-17-1003-1005
107932,MX-D010-P-18-1003-1004
111435,MX-V040-P-16-1028-1005
114942,MX-B004-P-17-1005-1009
115559,MX-N031-P-14-1019-1001
115654,MX-V040-P-18-1028-1001
116112,MX-V040-P-19-1028-1003
117073,MX-V040-P-12-1002-1002
117238,MX-S038-P-16-1001-1004
118509,MX-A003-P-17-1005-1001
120509,MX-V040-P-16-1025-1004
121443,MX-M026-P-19-1009-1001
121966,MX-M026-P-17-1001-1003
122226,MX-R034-P-15-1003-1005
122987,MX-N031-P-17-1018-1004
124048,MX-V040-P-17-1010-1002
124416,MX-V040-P-16-1012-1003
128505,MX-F012-P-19-1021-1002
131065,MX-H016-P-16-1002-1002
139249,MX-C008-P-19-1040-1007
144553,MX-M026-P-16-1005-1004
33404,MX-N031-P-17-1022-1004
43332,MX-V040-P-16-1016-1001
44898,MX-M026-P-17-1006-1010
101306,MX-C008-P-15-1035-1003
102379,MX-K023-P-16-1005-1007
105522,MX-V040-P-17-1021-1007
106288,MX-C008-P-16-1003-1006
106533,MX-N031-P-17-1028-1003
106834,MX-V040-P-15-1016-1011
107698,MX-V040-P-15-1028-1008
107780,MX-N031-P-18-1022-1003
109307,MX-A003-P-14-1001-1002
109841,MX-V040-P-16-1012-1006
110480,MX-S035-P-15-1004-1008
111636,MX-V040-P-17-1016-1007
112567,MX-M026-P-14-1002-1005
115761,MX-C008-P-15-1035-1001
117892,MX-M026-P-16-1005-1005
119968,MX-C008-P-15-1029-1003
122365,MX-H016-P-14-1004-1001
124377,MX-M029-P-18-1001-1014
126845,MX-L025-P-14-1007-1001
139463,MX-M026-P-16-1002-1004
141442,MX-M030-P-14-1001-1002
142289,MX-C008-P-16-1035-1003
24929,MX-A003-P-14-1005-1015
30057,MX-C008-P-14-1034-1001
31633,MX-T039-P-14-1017-1004
38828,MX-H016-P-19-1002-1002
40350,MX-N031-P-15-1027-1004
45805,MX-A003-P-17-1019-1002
47805,MX-K023-P-19-1001-1001
102164,MX-C008-P-18-1008-1002
104469,MX-N031-P-17-1011-1002
106687,MX-V040-P-19-1025-1002
108596,MX-I019-P-13-1003-1003
108973,MX-S035-P-18-1003-1002
109189,MX-C008-P-13-1006-1001
110432,MX-C008-P-11-1006-1004
111453,MX-C008-P-17-1019-1002
111511,MX-F012-P-13-1005-1003
112064,MX-N031-C-17-1008-1002
114280,MX-H016-P-13-1008-1001
115577,MX-F012-P-14-1008-1001
117318,MX-R034-P-20-1016-1003
119282,MX-T039-P-12-1016-1003
119514,MX-C008-P-15-1019-1003
120316,MX-M026-P-18-1005-1002
122597,MX-C008-P-17-1030-1003
123345,MX-M026-P-16-1008-1001
124298,MX-D010-P-15-1021-1005
126013,MX-C008-P-15-1003-1002
127178,MX-C008-P-18-1019-1003
129301,MX-V040-P-18-1028-1003
139170,MX-N031-P-16-1002-1008
143139,MX-A003-P-17-1005-1001
40310,MX-N031-P-18-1027-1003
42446,MX-M026-P-15-1002-1001
44924,MX-H018-P-15-1005-1003
46859,MX-S043-P-17-1001-1008
47703,MX-C008-P-16-1030-1005
101736,MX-A003-P-18-1012-1003
102710,MX-C008-P-17-1029-1003
103693,MX-V040-P-18-1028-1001
104074,MX-N031-P-16-1002-1009
104313,MX-K023-P-18-1005-1003
105549,MX-M030-P-16-1006-1002
107970,MX-N031-P-15-1028-1003
109179,MX-C008-P-14-1003-1003
109970,MX-M026-P-16-1008-1003
110650,MX-M029-P-16-1001-1006
111623,MX-J022-P-14-1005-1006
112000,MX-C008-P-14-1035-1002
114318,MX-R034-P-18-1003-1003
117143,MX-M026-P-16-1002-1003
117215,MX-C008-P-17-1030-1006
120655,MX-T039-P-14-1016-1004
124050,MX-J022-P-12-1005-1001
124561,MX-C008-P-15-1031-1003
124678,MX-N031-P-19-1002-1001
125345,MX-S035-P-13-1003-1013
145558,MX-R034-P-16-1004-1005
21735,MX-N031-P-19-1027-1008
35977,MX-M026-P-17-1006-1003
38996,MX-H018-P-16-1008-1002
39048,MX-B004-P-17-1003-1006
39382,MX-K023-P-16-1004-1002
39952,MX-V040-P-15-1019-1001
102333,MX-V041-P-16-1004-1003
102339,MX-G014-P-14-1001-1003
104073,MX-S035-P-15-1004-1003
104283,MX-B004-P-15-1013-1003
105644,MX-N031-P-17-1028-1003
105712,MX-C008-P-12-1019-1004
105940,MX-M026-P-16-1006-1004
108196,MX-A003-P-17-1001-1012
110766,MX-K023-P-17-1003-1003
112170,MX-T039-P-17-1017-1014
113535,MX-V040-P-14-1018-1014
114289,MX-V040-P-16-1012-1006
114637,MX-C006-P-17-1006-1003
116062,MX-A003-P-18-1005-1002
117789,MX-R034-P-17-1004-1002
121406,MX-K023-P-16-1001-1003
123029,MX-F011-P-17-1011-1002
124412,MX-S038-P-13-1002-1002
124515,MX-V040-P-17-1028-1001
126328,MX-C008-P-18-1003-1001
126932,MX-V040-P-15-1012-1005
127969,MX-V040-P-17-1028-1003
30110,MX-M026-P-16-1006-1011
33293,MX-K023-P-17-1003-1004
33674,MX-M026-P-17-1009-1003
38558,MX-K023-P-16-1006-1001
40541,MX-C008-P-15-1019-1006
43457,MX-J022-P-17-1005-1002
44792,MX-K023-P-16-1003-1003
45195,MX-M026-P-16-1006-1006
47050,MX-C008-P-17-1035-1002
105590,MX-G014-P-15-1001-1003
105679,MX-N031-P-14-1018-1004
109863,MX-K023-P-17-1001-1008
109885,MX-C008-P-17-1029-1003
113417,MX-A003-P-13-1001-1002
113885,MX-C008-P-17-1003-1002
120823,MX-M026-P-15-1006-1007
121714,MX-V040-P-14-1021-1004
121990,MX-N031-P-16-1028-1002
123059,MX-H016-P-14-1004-1005
123329,MX-D010-P-15-1021-1004
125641,MX-S035-P-15-1003-1019
126744,MX-C008-P-16-1003-1004
128385,MX-V040-P-18-1028-1003
128499,MX-S038-P-17-1005-1009
134166,MX-G014-P-14-1004-1002
141022,MX-F012-P-15-1018-1006
36871,MX-C008-P-19-1003-1001
37698,MX-H016-P-15-1004-1002
38892,MX-M029-P-18-1001-1004
39828,MX-N031-P-14-1019-1001
41602,MX-N031-P-15-1027-1004
42544,MX-V040-P-17-1012-1004
101627,MX-M026-P-18-1006-1003
103022,MX-N031-P-18-1002-1008
105062,MX-V040-P-16-1016-1001
106838,MX-H016-P-18-1007-1003
107344,MX-A003-P-14-1001-1002
109390,MX-V040-P-16-1021-1001
113050,MX-N031-P-18-1027-1005
114070,MX-K023-P-18-1001-1007
114423,MX-I019-P-16-1007-1001
114558,MX-M027-P-13-1012-1001
115391,MX-M026-P-15-1006-1004
115450,MX-C009-P-12-1006-1002
115546,MX-N031-P-12-1027-1002
116827,MX-B004-P-13-1005-1013
116868,MX-R034-P-15-1004-1006
117986,MX-T039-P-16-1002-1002
117994,MX-D010-P-15-1003-1004
118929,MX-N031-P-13-1021-1003
119253,MX-N031-P-16-1022-1003
121851,MX-H016-P-18-1011-1001
122366,MX-N031-P-18-1022-1002
126282,MX-C008-P-18-1035-1003
129508,MX-R034-P-17-1013-1001
129563,MX-F012-P-17-1015-1005
130071,MX-N031-P-15-1027-1003
131236,MX-C008-P-16-1003-1001
139307,MX-R034-P-16-1004-1005
139372,MX-N031-P-16-1027-1003
29203,MX-M026-P-15-1006-1006
38075,MX-C008-P-16-1029-1005
38125,MX-A003-P-14-1014-1003
40929,MX-H018-P-15-1007-1003
44908,MX-F012-P-18-1002-1001
47390,MX-J022-P-16-1008-1008
102159,MX-T039-P-17-1013-1001
103668,MX-S035-P-18-1003-1009
103805,MX-M026-P-16-1008-1003
105481,MX-M026-P-17-1006-1015
106335,MX-H018-P-18-1003-1002
107730,MX-K023-P-16-1005-1007
109275,MX-V040-P-17-1012-1006
110470,MX-C008-P-16-1029-1002
110690,MX-V040-P-16-1016-1001
111024,MX-C009-P-15-1001-1003
112340,MX-S035-P-18-1003-1003
112483,MX-N031-P-15-1023-1003
113322,MX-H016-P-15-1004-1003
114198,MX-C008-P-18-1003-1007
115217,MX-T039-P-10-1016-1002
116276,MX-V040-P-14-1018-1012
117511,MX-T039-P-17-1013-1003
117906,MX-N031-P-13-1022-1002
117911,MX-N031-P-14-1009-1002
118862,MX-R034-P-14-1003-1001
125592,MX-F012-P-14-1011-1002
126253,MX-V040-P-13-1019-1001
127552,MX-F011-P-13-1001-1005
129657,MX-M026-P-14-1006-1006
131212,MX-F012-P-16-1013-1011
134538,MX-C008-P-18-1003-1009
37988,MX-M026-P-16-1002-1003
38779,MX-T039-P-14-1017-1004
39521,MX-V040-P-16-1015-1002
39858,MX-M026-P-17-1009-1001
42881,MX-V040-P-17-1028-1002
43677,MX-F012-P-15-1008-1004
44457,MX-H018-P-15-1007-1001
102927,MX-K023-P-19-1003-1002
103528,MX-N031-C-15-1008-1008
103792,MX-N031-P-15-1028-1006
104397,MX-N031-P-14-1019-1005
105542,MX-S038-P-18-1007-1003
105941,MX-V040-P-18-1010-1004
107723,MX-H016-P-15-1006-1004
108016,MX-M026-P-16-1002-1004
108435,MX-V040-P-18-1021-1003
109212,MX-M026-P-18-1006-1013
111595,MX-F012-P-15-1019-1002
111939,MX-D010-P-18-1003-1001
113025,MX-K023-P-18-1001-1001
113981,MX-F012-P-15-1018-1001
114034,MX-N031-P-19-1027-1003
114312,MX-J022-P-15-1002-1004
115594,MX-A002-P-15-1001-1001
115652,MX-F012-P-16-1015-1006
115964,MX-C008-P-18-1003-1008
118234,MX-K023-P-16-1003-1004
118599,MX-F012-P-15-1002-1002
121777,MX-A003-P-10-1007-1004
121908,MX-S035-P-17-1003-1013
124786,MX-H016-P-17-1003-1005
127258,MX-C008-P-11-1006-1003
127491,MX-H016-P-18-1004-1002
139007,MX-C008-P-15-1035-1002
142656,MX-M027-P-17-1005-1003
40740,MX-H016-P-13-1004-1003
42961,MX-N031-P-13-1022-1004
44897,MX-T039-P-15-1014-1001
47005,MX-N031-P-16-1023-1005
101287,MX-V040-P-15-1012-1004
101997,MX-T039-P-11-1016-1005
103732,MX-V040-P-17-1016-1008
105931,MX-N031-P-16-1027-1004
106890,MX-H018-P-15-1003-1005
107664,MX-N031-P-19-1022-1003
109280,MX-C008-P-17-1030-1003
111611,MX-V040-P-16-1016-1003
113195,MX-D010-P-15-1021-1003
114725,MX-C008-P-16-1029-1005
115241,MX-C008-P-14-1035-1004
116651,MX-K023-P-16-1006-1001
117972,MX-A003-P-14-1001-1002
118011,MX-H016-P-16-1003-1003
123201,MX-M026-P-15-1008-1002
123339,MX-N031-P-16-1009-1002
123619,MX-H016-P-12-1004-1003
123972,MX-C009-P-15-1006-1001
127293,MX-S035-P-16-1003-1011
141410,MX-M027-P-16-1005-1003
149473,MX-V040-P-17-1010-1001
31586,MX-K023-P-17-1001-1001
34192,MX-C008-P-18-1008-1003
40131,MX-N031-P-14-1007-1002
43567,MX-C008-P-15-1035-1002
44945,MX-M026-P-15-1006-1004
46373,MX-H016-P-19-1007-1003
47055,MX-V040-P-16-1016-1001
47329,MX-K023-P-17-1005-1005
48265,MX-C008-P-17-1019-1001
103532,MX-T039-P-16-1013-1001
103943,MX-D010-P-17-1021-1005
110175,MX-K023-P-17-1001-1001
110800,MX-J022-P-14-1002-1002
112048,MX-J022-P-13-1007-1004
112195,MX-N031-P-16-1002-1009
113291,MX-H016-P-18-1004-1002
114419,MX-J022-P-14-1004-1003
114924,MX-H018-P-18-1005-1012
115190,MX-A003-P-16-1003-1007
115971,MX-N031-P-15-1002-1004
115998,MX-H016-P-13-1003-1008
117591,MX-R034-P-15-1011-1002
119871,MX-C008-P-20-1040-1006
123334,MX-V040-P-15-1019-1009
123589,MX-M029-P-16-1001-1010
127228,MX-G014-C-16-1003-1001
127229,MX-N031-P-16-1027-1001
127310,MX-V040-P-16-1016-1001
127490,MX-K023-P-18-1001-1004
128814,MX-V040-P-19-1028-1005
130426,MX-P032-P-15-1004-1006
139384,MX-M026-P-18-1002-1004
141368,MX-V040-P-18-1021-1007
38178,MX-F012-P-15-1008-1003
45100,MX-H016-P-16-1007-1003
45816,MX-F012-P-17-1002-1003
104145,MX-A003-P-15-1003-1008
104848,MX-K023-P-18-1003-1014
105394,MX-B004-P-18-1006-1002
105977,MX-K023-P-18-1003-1014
106189,MX-V041-P-17-1008-1004
106948,MX-R034-P-17-1003-1003
107689,MX-P032-P-15-1022-1001
109875,MX-N031-P-19-1028-1005
111767,MX-V040-P-17-1027-1002
112358,MX-C008-P-18-1035-1002
114909,MX-H016-P-13-1004-1002
117644,MX-V040-P-16-1016-1001
117981,MX-N031-C-18-1010-1002
119692,MX-F012-P-15-1011-1005
120135,MX-B004-P-15-1011-1002
120396,MX-S035-P-15-1003-1010
125080,MX-V040-P-17-1010-1006
138670,MX-C009-P-13-1006-1002
144912,MX-A003-P-14-1001-1003
35277,MX-A003-P-16-1002-1008
40211,MX-K023-P-16-1003-1002
42379,MX-B004-P-16-1004-1003
43019,MX-T039-P-17-1017-1015
43648,MX-C008-P-16-1003-1003
101918,MX-N031-P-17-1022-1005
106885,MX-B004-P-16-1012-1004
110699,MX-F012-P-17-1019-1004
110879,MX-K023-P-18-1003-1011
112053,MX-B005-P-15-1002-1002
112371,MX-H016-P-12-1001-1005
113174,MX-S035-P-18-1003-1004
114129,MX-V040-P-13-1018-1016
114995,MX-D010-P-15-1021-1001
117124,MX-B005-P-17-1001-1001
119250,MX-F012-P-16-1013-1005
120002,MX-G014-P-14-1005-1001
120129,MX-F012-P-16-1015-1001
122177,MX-M027-P-19-1008-1001
123398,MX-R034-P-17-1003-1001
123616,MX-K023-P-17-1005-1004
125599,MX-V040-P-17-1028-1002
126104,MX-F011-P-15-1001-1002
130885,MX-C008-P-12-1034-1002
131259,MX-K023-P-17-1006-1002
140475,MX-T039-P-14-1016-1003
145832,MX-M030-P-14-1005-1001
39548,MX-D010-P-19-1003-1003
40058,MX-F012-P-17-1015-1001
42638,MX-F012-P-13-1005-1002
43576,MX-M027-P-16-1008-1003
46404,MX-N031-P-17-1031-1002
102190,MX-S043-P-16-1001-1011
107101,MX-C008-P-15-1035-1002
107639,MX-K023-P-17-1001-1008
109650,MX-F011-P-16-1007-1003
110131,MX-V040-P-17-1021-1003
110923,MX-V040-P-15-1010-1007
110964,MX-H018-P-15-1006-1004
112382,MX-C008-P-18-1008-1002
114700,MX-C008-P-18-1040-1004
115306,MX-K023-P-16-1005-1007
115453,MX-H018-P-18-1008-1004
115750,MX-M026-P-16-1002-1005
117095,MX-R034-P-16-1003-1004
118438,MX-N031-P-17-1027-1007
119213,MX-N031-P-18-1027-1004
119736,MX-M026-P-17-1002-1004
121700,MX-C008-P-16-1031-1004
122664,MX-V040-P-17-1028-1003
126052,MX-V040-P-16-1016-1004
127218,MX-V040-P-17-1016-1008
127340,MX-V040-P-14-1016-1003
139135,MX-B004-P-19-1011-1002
139784,MX-V040-P-15-1021-1002
140186,MX-C008-P-18-1008-1001
140905,MX-F012-P-16-1013-1010
142324,MX-M026-P-16-1006-1008
144399,MX-N031-P-20-1027-1002
144802,MX-C008-P-13-1024-1002
32278,MX-V040-P-19-1021-1003
39578,MX-V040-P-18-1012-1002
41596,MX-S035-P-18-1003-1002
41932,MX-N031-P-17-1031-1002
45340,MX-S038-P-18-1001-1004
101528,MX-C008-P-16-1035-1002
103350,MX-V040-P-17-1028-1001
104739,MX-F012-P-17-1021-1008
104879,MX-H016-P-14-1003-1007
105411,MX-N031-P-15-1028-1001
109217,MX-S035-P-15-1003-1010
111149,MX-M026-P-16-1006-1008
111797,MX-V040-P-14-1016-1001
114255,MX-T039-C-16-1006-1001
114782,MX-C008-P-16-1003-1001
119530,MX-V040-P-15-1016-1001
119829,MX-C008-P-18-1008-1003
120744,MX-N031-P-18-1023-1002
121580,MX-T039-P-18-1018-1001
123403,MX-N031-P-19-1028-1001
125164,MX-A003-P-18-1003-1008
125605,MX-N031-P-13-1002-1005
126930,MX-V040-P-14-1028-1003
127253,MX-N031-P-15-1003-1001
131247,MX-F011-P-17-1011-1003
139837,MX-F011-P-16-1001-1001
142257,MX-J022-P-19-1009-1001
142646,MX-C008-P-16-1029-1001
3912,MX-H018-P-15-1006-1004
34498,MX-M026-P-15-1006-1012
41769,MX-H018-P-15-1006-1004
